118	2 8 9 9	5.81	96.2%	6.21	2.1
119	4 4 11 12	5.82	91.8%	6.19	2.46
120	12 12 12 13	5.82	97.3%	6.19	2.03
121	1 8 10 12	5.83	95.6%	6.15	2.14
122	3 4 4 6	5.83	97.4%	6.17	1.96
123	6 6 11 13	5.83	97.9%	6.35	2.23
124	6 6 12 12	5.84	98.5%	6.4	2.38
125	1 4 6 12	5.85	96.5%	6.3	2.45
126	2 2 3 12	5.87	98.1%	6.28	2.06
127	1 4 4 12	5.88	95.7%	6.37	2.37
128	7 7 11 13	5.88	97.4%	6.39	2.31
129	3 8 8 8	5.89	97.6%	6.22	2.14
130	9 9 11 13	5.89	96.6%	6.44	2.46
131	3 8 12 13	5.9	95.9%	6.24	2.22
132	4 8 10 10	5.9	97.6%	6.31	2.12
133	1 2 11 11	5.91	97.7%	6.42	2.43
134	1 4 8 12	5.91	97.4%	6.28	2.16
135	1 5 6 12	5.91	98.5%	6.32	2.17
136	1 5 8 8	5.91	95%	6.48	2.74
137	1 3 6 12	5.92	96.7%	6.29	2.12
138	6 6 10 13	5.92	94.2%	6.5	2.73
139	3 4 11 13	5.93	96.5%	6.39	2.35
140	4 5 12 13	5.94	97.7%	6.44	2.16
141	2 4 11 11	5.95	96.2%	6.4	2.33
142	3 6 7 7	5.95	93.4%	6.31	2.36
143	3 6 13 13	5.95	94.8%	6.23	1.99
144	3 7 10 10	5.95	97.3%	6.34	2.17
145	4 6 6 7	5.95	96.4%	6.31	2.1
146	4 6 10 11	5.95	94.4%	6.39	2.47
147	1 4 5 12	5.96	95.7%	6.41	2.34
148	1 6 7 10	5.96	98.6%	6.52	2.25
149	1 12 13 13	5.96	94.5%	6.33	2.2
150	2 4 4 12	5.96	98.6%	6.35	2.15
151	2 10 10 12	5.96	97%	6.31	2.24
152	4 6 9 9	5.97	96.6%	6.38	2.31
153	11 13 13 13	5.97	97.7%	6.56	2.46
154	1 2 6 6	5.98	97.5%	6.42	2.26
155	1 3 3 12	5.98	95.4%	6.42	2.36
156	1 6 12 12	5.98	94.8%	6.41	2.45
157	4 6 8 8	5.98	96.6%	6.43	2.28
158	2 8 10 10	5.99	95.4%	6.31	2.1
159	10 10 11 13	5.99	97.5%	6.6	2.43
160	1 11 11 12	6.01	93.3%	6.26	2.22
161	5 5 5 5	6.01	95.1%	6.43	2.2
162	1 1 3 13	6.02	95.2%	6.42	2.18
163	1 2 6 12	6.02	96.6%	6.39	2.23
164	1 7 8 9	6.02	97.2%	6.43	2.26
165	3 6 6 8	6.02	97%	6.44	2.25
166	3 8 10 11	6.02	94.1%	6.37	2.4
167	1 2 4 4	6.03	97.3%	6.38	2.16
168	1 3 6 8	6.03	95.4%	6.45	2.57
169	2 8 8 12	6.03	97.5%	6.57	2.45
170	4 8 13 13	6.03	94.7%	6.28	1.91
171	9 10 12 12	6.03	95.8%	6.31	2.02
172	1 2 10 12	6.04	97.4%	6.59	2.44
173	4 5 5 5	6.04	97.5%	6.62	2.45
174	1 3 9 12	6.05	96.2%	6.51	2.38
175	10 11 12 12	6.05	95.9%	6.36	2.07
176	1 2 4 8	6.06	96.6%	6.43	2.25
177	1 2 6 8	6.07	96%	6.39	2.29
178	1 5 8 12	6.07	98.3%	6.55	2.22
179	1 7 8 8	6.07	96.8%	6.63	2.64
180	1 1 6 6	6.08	97.2%	6.48	2.17
181	1 10 10 12	6.08	92.3%	6.31	2.12
182	1 6 8 9	6.09	98.1%	6.56	2.39
183	3 8 12 12	6.09	96.4%	6.54	2.48
184	5 6 11 12	6.09	97.1%	6.55	2.35
185	1 1 3 4	6.1	98.1%	6.45	2.03
186	1 7 8 10	6.1	97.5%	6.5	2.31
187	2 2 11 13	6.1	98.2%	6.7	2.49
188	2 8 13 13	6.1	90.2%	6.44	2.59
189	4 6 10 10	6.11	96.1%	6.47	2.42
190	4 7 7 8	6.11	93.9%	6.56	2.47
191	1 5 7 11	6.12	98.4%	6.58	2.17
192	3 4 12 12	6.13	94.3%	6.6	2.48
193	4 7 12 12	6.13	88.5%	6.58	2.91
194	1 1 4 4	6.15	94.5%	6.42	2.47
195	3 3 4 8	6.15	96.3%	6.5	2.15
196	5 6 12 13	6.15	97.4%	6.58	2.21
197	10 13 13 13	6.15	93%	6.6	2.76
198	1 7 7 12	6.16	89.3%	6.36	2.37
199	3 9 9 9	6.16	97.8%	6.57	2.15
200	1 5 5 12	6.17	90.5%	6.37	2.3
201	1 2 3 10	6.19	98.3%	6.5	1.98
202	1 4 6 8	6.19	94.8%	6.62	2.57
203	1 10 12 12	6.19	95.8%	6.87	2.94
204	2 11 11 11	6.19	90%	6.32	2.51
205	5 5 12 13	6.19	95.4%	6.68	2.14
206	1 1 9 13	6.2	97.1%	6.62	2.54
207	2 11 12 12	6.2	95.7%	6.59	2.27
208	2 2 11 12	6.21	92.3%	6.63	2.64
209	3 3 11 13	6.21	96.7%	6.67	2.51
210	11 12 13 13	6.21	95.4%	6.72	2.39
211	1 2 3 8	6.22	97%	6.64	2.38
212	3 3 3 6	6.22	97.8%	6.8	2.61
213	3 8 11 12	6.23	93.8%	6.68	2.75
214	1 4 7 8	6.24	96.7%	6.72	2.71
215	1 5 7 13	6.24	98.1%	6.6	2.07
216	2 13 13 13	6.24	91.1%	6.4	2.33
217	3 3 3 12	6.24	96.8%	6.72	2.47
218	2 2 4 5	6.25	98.3%	6.65	2.09
219	5 5 11 13	6.25	96%	6.84	2.55
220	7 7 12 13	6.25	93.9%	6.72	2.39
221	1 3 8 9	6.26	92%	6.81	3.19
222	1 1 5 7	6.27	96.5%	6.61	2.1
223	1 2 13 13	6.27	97.2%	6.99	2.71
224	8 8 11 12	6.27	90.5%	6.65	2.73
225	1 5 10 10	6.28	97.3%	6.67	2.34
226	1 8 10 13	6.28	94.8%	6.65	2.42
227	2 3 11 12	6.28	94.3%	6.88	2.88
228	1 4 8 8	6.29	96.6%	6.76	2.5
229	7 9 11 11	6.29	95.6%	6.77	2.58
230	1 2 8 8	6.32	96.1%	6.91	2.7
231	1 2 2 8	6.33	93%	6.73	2.69
232	4 4 10 13	6.33	93.5%	6.79	2.74
233	1 3 11 11	6.34	97.2%	6.73	2.41
234	2 2 2 8	6.35	96.7%	7.02	2.85
235	1 2 10 11	6.36	97.6%	6.71	2.39
236	3 11 11 12	6.36	91.5%	6.58	2.21
237	4 4 5 6	6.36	96%	6.71	2.29
238	8 8 8 10	6.36	90.7%	6.75	2.93
239	9 9 12 13	6.36	94.2%	6.75	2.26
240	1 2 3 12	6.37	96.4%	6.92	2.58
241	5 5 5 6	6.37	96.1%	6.81	2.37
242	1 2 12 12	6.38	96%	6.74	2.2
243	1 4 4 5	6.38	97%	6.93	2.7
244	1 4 12 12	6.38	91%	6.61	2.51
245	1 5 8 9	6.38	93.7%	6.79	2.58
246	2 7 8 12	6.38	95.1%	6.89	2.64
247	2 12 12 13	6.38	95.7%	6.78	2.37
248	6 7 11 12	6.38	96.8%	6.97	2.67
249	1 3 3 7	6.39	96.2%	7.27	3.33
250	1 8 8 9	6.39	96.3%	6.91	2.7
251	10 10 11 12	6.39	93.3%	6.68	2.35
252	1 6 9 9	6.41	97.3%	6.81	2.48
253	4 4 4 4	6.41	97.6%	7.04	2.92
254	4 8 9 9	6.42	90.4%	6.56	2.25
255	1 3 5 8	6.43	95.3%	7.05	2.82
256	3 6 7 8	6.44	97.9%	6.82	2.24
257	4 5 13 13	6.44	87.9%	6.67	2.75
258	2 8 11 11	6.45	88.8%	6.68	2.84
259	3 4 5 8	6.45	96%	6.9	2.56
260	1 3 6 6	6.47	97.3%	6.93	2.59
261	1 6 6 13	6.47	97.2%	6.83	2.42
262	3 6 10 11	6.47	95.9%	7.11	2.88
263	4 5 9 9	6.47	88.5%	6.76	2.8
264	4 6 12 13	6.47	93.4%	6.91	2.91
265	1 5 7 8	6.48	94.6%	6.81	2.43
266	1 9 12 12	6.48	92.8%	6.9	2.84
267	2 5 6 12	6.48	95.1%	6.87	2.52
268	2 12 12 12	6.48	98.3%	6.82	2.43
269	3 7 9 9	6.48	91.1%	6.86	2.72
270	6 6 11 12	6.48	89.2%	6.87	3.06
271	1 1 3 11	6.49	94.2%	6.76	1.98
272	1 6 7 11	6.49	97.4%	7.09	2.91
273	1 7 8 12	6.5	95.7%	7.02	2.69
274	10 10 10 13	6.51	93%	7.01	3.06
275	1 4 4 7	6.52	96.3%	7.27	3.19
276	1 5 10 12	6.52	92.2%	6.98	3.04
277	1 3 3 5	6.53	95.3%	6.8	2.46
278	2 11 13 13	6.53	94.1%	6.98	2.54
279	2 6 6 12	6.54	97.7%	7.1	2.6
280	1 4 7 13	6.55	96.4%	7.24	2.98
281	1 5 6 6	6.55	93.7%	7.33	3.38
282	1 6 8 10	6.55	97.1%	7.01	2.41
283	2 8 10 11	6.55	94.7%	7.03	2.7
284	3 12 13 13	6.55	91%	6.74	2.32
285	3 5 11 11	6.58	94.5%	7.12	2.98
286	1 2 4 6	6.59	96.1%	6.99	2.56
287	1 2 5 6	6.59	94.8%	7.13	2.77
288	1 3 13 13	6.59	97%	7.1	2.56
289	1 4 6 13	6.59	97.7%	7.03	2.4
290	2 2 2 11	6.59	92%	6.84	2.6
291	2 3 11 13	6.59	92.2%	7.05	2.8
292	1 9 11 12	6.6	93.9%	7.1	3
293	2 10 11 12	6.6	96%	6.93	2.41
294	6 10 10 10	6.6	95.5%	6.89	2.35
295	7 8 11 12	6.6	96.3%	7.1	2.62
296	2 8 8 13	6.61	93%	6.98	2.5
297	4 6 7 8	6.61	95.8%	7.02	2.51
298	2 4 5 12	6.62	94.9%	7.13	2.93
299	5 6 6 7	6.62	97.7%	7.14	2.47
300	2 2 8 12	6.63	98%	7.03	2.19
301	4 5 6 6	6.63	95.5%	6.95	2.39
302	1 3 3 9	6.64	96.7%	7.28	2.97
303	3 4 10 13	6.64	96.4%	7.16	2.77
304	3 9 9 12	6.64	95.1%	7.06	2.64
305	4 4 5 5	6.64	93.5%	7.11	2.49
306	4 6 12 12	6.64	96.5%	7.08	2.41
307	12 13 13 13	6.64	94%	6.99	2.46
308	1 2 3 6	6.65	97.2%	7.11	2.44
309	2 3 4 6	6.65	97.8%	7.06	2.3
310	3 10 10 12	6.65	94%	7.04	2.39
311	4 4 12 13	6.65	92.3%	7.04	2.52
312	1 5 8 10	6.66	96.3%	7.19	2.6
313	3 7 11 11	6.66	87.6%	6.85	3.02
314	1 7 7 11	6.67	96.7%	7.23	2.6
315	1 1 6 12	6.68	90.9%	7.35	3.35
316	1 2 5 5	6.68	95.1%	7.16	2.86
317	2 8 9 12	6.68	95.1%	7.1	2.74
318	5 6 7 7	6.68	87.7%	6.86	2.7
319	6 7 12 13	6.68	95.5%	7.13	2.62
320	1 2 10 13	6.7	97.1%	7.23	2.78
321	1 10 11 12	6.7	94.6%	7.09	2.54
322	2 5 6 11	6.7	96.2%	7.19	2.61
323	3 6 6 7	6.7	93.5%	7.18	2.7
324	3 7 13 13	6.7	87.1%	6.84	2.84
325	10 11 11 13	6.71	94.3%	7.11	2.65
326	2 2 5 5	6.72	93.3%	7.14	2.49
327	3 8 9 10	6.72	96.1%	7.07	2.52
328	5 7 10 12	6.72	96.8%	7.17	2.46
329	3 3 3 3	6.73	96%	7.44	3.38
330	5 6 13 13	6.73	87.1%	6.86	2.62
331	1 6 6 10	6.74	93.7%	7.1	3.07
332	2 2 2 13	6.75	93.6%	7.11	2.72
333	4 6 11 12	6.75	93.1%	7.11	2.92
334	3 3 12 13	6.76	93.7%	7.27	2.67
335	4 5 7 7	6.76	91.4%	7.38	3.41
336	1 2 5 7	6.77	95.1%	7.14	2.68
337	1 4 8 13	6.77	97.2%	7.16	2.46
338	4 5 11 11	6.77	87.2%	7.14	3.44
339	1 12 12 12	6.78	93.7%	7	2.61
340	2 3 12 13	6.79	96.1%	7.3	2.61
341	1 1 2 7	6.81	95.3%	7.07	2.11
342	2 2 2 4	6.81	96%	7.2	2.5
343	9 9 10 13	6.82	91.1%	6.98	2.66
344	3 7 7 12	6.83	89.7%	6.99	2.68
345	6 8 10 12	6.84	97.3%	7.41	2.82
346	11 12 12 13	6.84	97.1%	7.46	2.71
347	1 2 11 13	6.85	93.8%	7.54	3.13
348	3 3 5 6	6.85	96.2%	7.47	2.75
349	8 9 10 13	6.85	96.1%	7.34	2.62
350	2 4 4 8	6.86	96.6%	7.31	2.69
351	5 5 10 10	6.86	87.6%	7.19	3.05
352	1 6 8 11	6.87	97.4%	7.34	2.47
353	4 7 7 7	6.87	88.8%	7.11	3.03
354	4 7 10 11	6.87	97.1%	7.33	2.61
355	1 1 3 5	6.88	95.1%	7.17	2.23
356	1 3 3 3	6.88	95.4%	7.23	2.59
357	3 4 5 7	6.88	96.8%	7.33	2.63
358	1 1 4 9	6.89	93%	7.07	2.3
359	1 3 4 4	6.89	93%	7.24	3.13
360	6 9 12 12	6.89	88.8%	7.46	3.69
361	1 3 10 11	6.9	96.6%	7.59	3.1
362	4 6 9 10	6.9	93.6%	7.43	3.24
363	5 7 11 11	6.9	96.1%	7.33	2.67
364	7 9 13 13	6.9	96.2%	7.51	2.79
365	9 11 11 11	6.9	95.2%	7.25	2.72
366	1 1 2 9	6.91	94.8%	7.21	2.33
367	1 2 7 10	6.91	91.6%	7.77	4.08
368	1 9 10 12	6.91	93.9%	7.23	2.74
369	2 4 13 13	6.91	95.4%	7.44	2.75
370	2 6 6 8	6.91	95.5%	7.55	3.04
371	6 8 11 11	6.91	94.3%	7.41	2.97
372	4 5 10 10	6.93	90.9%	7.27	3.09
373	4 7 13 13	6.93	87.8%	7.15	2.97
374	1 2 2 11	6.94	97%	7.47	2.9
375	1 2 4 10	6.94	96.2%	7.53	3.13
376	2 11 11 13	6.94	94.8%	7.46	2.89
377	5 6 11 11	6.94	87.5%	7.16	3.1
378	9 10 11 12	6.94	96.1%	7.5	2.78
379	3 3 3 7	6.95	92.5%	7.44	3.17
380	4 4 4 8	6.95	96.3%	7.52	2.84
381	4 8 8 8	6.95	94.5%	7.3	2.79
382	6 8 8 8	6.95	88%	7.31	3.34
383	7 7 10 13	6.95	89.6%	7.28	3.25
384	1 11 12 12	6.96	94.1%	7.53	3.16
385	2 6 10 12	6.96	95.2%	7.44	2.73
386	8 9 12 13	6.96	95.9%	7.45	2.72
387	1 3 6 7	6.97	96%	7.38	2.86
388	4 7 8 8	6.97	94.1%	7.4	2.54
389	1 1 8 8	6.99	89.7%	7.45	3.73
390	8 8 9 11	6.99	89.6%	7.53	3.64
391	2 4 5 8	7	94.8%	7.4	2.82
392	2 5 12 12	7	83%	7.42	4.16
393	2 8 12 12	7	94.9%	7.34	2.61
394	1 2 6 7	7.01	95.3%	7.41	2.54
395	2 6 7 13	7.01	96.7%	7.42	2.68
396	4 4 4 12	7.01	96.4%	7.43	2.9
397	8 9 11 12	7.01	95.2%	7.64	3.12
398	1 8 8 11	7.02	93.4%	7.56	3.53
399	5 5 13 13	7.02	85.6%	7.2	2.97
400	7 8 12 13	7.02	96.3%	7.5	2.65
401	1 8 8 10	7.03	92.4%	7.35	2.92
402	3 3 3 10	7.03	94.3%	7.54	3.24
403	3 3 4 4	7.03	94.6%	7.42	2.67
404	9 12 12 12	7.03	82.3%	7.01	3.52
405	2 5 5 8	7.04	87.8%	7.16	3.1
406	7 8 8 9	7.04	87.3%	7.46	3.62
407	1 3 7 13	7.05	96.8%	7.45	2.62
408	1 3 10 12	7.05	96.2%	7.55	2.75
409	6 7 10 13	7.05	96.5%	7.59	2.83
410	1 3 7 8	7.06	89.9%	7.34	3.41
411	1 3 9 11	7.06	95.3%	7.59	3.05
412	1 7 7 9	7.06	96.3%	7.47	2.85
413	1 7 8 11	7.06	92.3%	7.37	3.01
414	2 2 12 13	7.06	92.3%	7.32	2.64
415	3 6 6 12	7.06	95.3%	7.66	2.82
416	3 7 12 13	7.06	93.6%	7.63	3.15
417	6 6 6 11	7.06	89%	7.39	3.4
418	2 2 7 13	7.07	96.3%	7.61	2.91
419	2 2 10 13	7.07	90.2%	7.31	3.03
420	4 8 11 12	7.07	93%	7.68	3.15
421	2 9 9 11	7.08	87%	7.02	2.69
422	5 5 11 11	7.08	86.4%	7.29	3.15
423	5 6 9 9	7.08	90.9%	7.36	2.74
424	8 8 10 13	7.08	90.8%	7.57	3.19
425	3 5 5 6	7.09	89.3%	7.37	3.15
426	3 8 8 9	7.09	95.8%	7.46	2.54
427	1 2 11 12	7.1	97%	7.79	3.23
428	2 5 5 13	7.1	92%	7.49	2.79
429	8 8 12 13	7.1	92%	7.45	2.63
430	1 3 5 13	7.11	94.4%	7.57	2.81
431	8 10 11 11	7.11	94.9%	7.52	2.76
432	11 11 12 13	7.11	94.7%	7.54	2.5
433	2 5 9 12	7.12	95.5%	7.56	2.79
434	2 9 9 13	7.12	88.5%	7.16	2.47
435	1 6 8 8	7.13	93.1%	7.44	2.94
436	2 3 5 5	7.13	96.3%	7.7	3
437	2 6 7 12	7.13	91.9%	7.32	2.92
438	3 6 9 9	7.13	93.8%	7.69	3.25
439	3 7 11 12	7.13	90.6%	7.69	3.46
440	5 5 6 6	7.13	93.1%	7.54	2.75
441	1 3 4 11	7.15	96%	7.7	2.9
442	2 6 10 10	7.16	96%	7.69	3.05
443	2 7 7 13	7.16	86.4%	7.32	2.95
444	2 9 10 12	7.17	93.8%	7.55	2.87
445	5 5 10 13	7.17	89.4%	7.53	3.34
446	2 3 3 13	7.18	94%	7.71	2.93
447	10 10 12 13	7.18	92.5%	7.56	2.64
448	1 2 3 5	7.19	95.3%	7.51	2.41
449	1 10 12 13	7.19	94.1%	7.52	2.87
450	1 7 10 12	7.2	92.8%	7.62	3.06
451	2 8 8 8	7.2	93.8%	7.75	3.26
452	4 7 12 13	7.2	92.3%	7.89	3.58
453	2 6 7 9	7.21	96.1%	7.81	3.02
454	1 5 6 9	7.22	92.1%	7.69	3.52
455	1 5 9 9	7.22	94.5%	7.76	3.15
456	5 9 10 10	7.22	92.8%	7.67	3.1
457	7 10 12 12	7.22	85.2%	7.63	3.77
458	10 11 11 12	7.22	96.7%	7.74	2.74
459	3 8 8 12	7.23	91.5%	7.64	3.01
460	4 6 6 8	7.23	97.4%	7.7	2.63
461	6 6 12 13	7.23	90.7%	7.65	3.01
462	1 8 11 12	7.24	91.7%	7.78	3.43
463	1 3 4 5	7.25	97.6%	7.7	2.46
464	3 4 11 12	7.25	95%	7.86	3.37
465	4 7 11 11	7.25	86.8%	7.41	3.3
466	3 4 8 10	7.26	93.6%	7.74	3.25
467	1 7 9 13	7.27	93.8%	7.53	2.53
468	1 12 12 13	7.27	93.9%	7.74	3.07
469	4 5 11 13	7.27	90.1%	7.8	3.42
470	3 4 5 12	7.28	97%	7.68	2.64
471	3 6 11 12	7.28	93.2%	7.75	3.2
472	5 10 11 11	7.28	90.7%	7.53	2.79
473	3 3 9 9	7.29	95.8%	7.66	2.72
474	10 12 12 13	7.29	90%	7.79	3.54
475	1 6 8 13	7.3	94.2%	7.75	2.86
476	6 8 13 13	7.3	93.6%	7.82	3.02
477	3 7 7 9	7.31	86.7%	7.37	3.03
478	4 5 5 8	7.31	88%	7.44	2.92
479	4 8 10 12	7.31	95.7%	7.85	2.93
480	1 1 6 8	7.32	95.2%	7.68	2.56
481	2 4 10 12	7.32	96.5%	8	3.15
482	7 9 10 12	7.32	93.9%	7.93	3.25
483	1 2 2 13	7.33	96.3%	7.82	3.16
484	5 5 9 9	7.33	85.3%	7.51	3.26
485	1 8 9 11	7.34	92.5%	7.66	3.12
486	1 11 12 13	7.34	93.9%	7.87	3.28
487	3 9 10 11	7.34	93.2%	7.74	3
488	2 2 3 9	7.35	94.5%	7.82	2.91
489	2 7 8 13	7.35	94.3%	7.86	3.07
490	5 5 7 8	7.35	92.4%	7.77	2.95
491	1 4 4 4	7.36	95.8%	7.85	2.85
492	3 5 13 13	7.36	94.3%	7.8	3.06
493	5 8 8 10	7.36	91.4%	7.86	3.39
494	2 6 9 11	7.37	95.4%	7.91	3.13
495	7 10 10 11	7.37	93.2%	7.71	2.99
496	3 3 4 5	7.38	94%	7.9	3.29
497	3 6 6 6	7.38	94.4%	7.81	3.11
498	1 6 6 9	7.4	90.1%	7.89	3.39
499	3 9 13 13	7.4	86.4%	7.63	3.32
500	6 6 6 9	7.4	89.5%	8	3.93
501	2 3 3 11	7.41	89.2%	7.7	3.29
502	3 5 6 8	7.41	93.6%	7.91	3.17
503	3 9 11 11	7.41	86%	7.64	3.31
504	1 2 3 9	7.42	96.3%	7.99	3.14
505	1 2 3 7	7.43	96%	8.13	3.14
506	3 5 5 12	7.43	88.9%	7.77	3.35
507	4 4 5 8	7.43	96.4%	7.86	2.59
508	8 8 8 12	7.43	88.4%	7.86	3.93
509	1 5 5 6	7.44	94.7%	7.93	3.01
510	4 8 12 13	7.44	91.7%	8.13	3.6
511	5 6 8 8	7.44	92.1%	7.83	3.02
512	5 8 12 12	7.44	75.7%	6.84	3.53
513	5 10 13 13	7.44	92.8%	7.96	2.81
514	1 7 9 9	7.45	94.5%	7.93	3.19
515	2 3 7 12	7.45	94.8%	7.93	3.06
516	2 5 6 8	7.46	95.5%	7.99	3.03
517	3 5 10 12	7.46	94.9%	8.12	3.22
518	2 2 4 7	7.47	95.3%	8.13	3.17
519	2 2 6 6	7.47	95.9%	8.03	3.05
520	4 4 4 7	7.47	91.6%	7.92	3.38
521	2 10 10 11	7.48	85.1%	7.37	2.95
522	3 6 8 8	7.48	92.7%	7.82	2.97
523	4 4 8 8	7.49	95.4%	8.09	3.19
524	1 8 9 13	7.5	91.4%	7.97	3.63
